Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
31.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,12.42
27.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,13.68
24.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,9.32
32.0,3.7,Windy,Medium,2,Snack,scooter,2.0,No,Metropolitian,35,13.83
38.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,22,3.15
33.0,4.9,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,33,1.51
33.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,16,7.86
34.0,4.1,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,11.01
38.0,4.5,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,20,4.72
36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,13.97
20.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,16,12.16
32.0,4.9,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,24,3.11
29.0,4.4,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,10.64
33.0,4.8,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,4.47
20.0,4.9,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,7.56
22.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,10,14.02
30.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,1.51
35.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,48,4.66
38.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,3.15
23.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,2.98
20.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Urban,10,3.11
23.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,9.32
31.0,5.0,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,7.66
25.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Urban,15,17.08
28.0,5.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,7.44
20.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,17.08
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,0.0,No,Urban,10,9.44
25.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,14.15
35.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,17.07
22.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,21,11.01
20.0,4.9,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,18,1.52
38.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.21
21.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,1.53
24.0,4.8,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,39,10.59
20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,7.79
38.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,4.54
26.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,19,4.67
20.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,31,13.41
28.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,19.67
39.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,17.3
31.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,47,12.26
27.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,21,19.62
26.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,9.31
23.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,12.46
22.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,4.67
32.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.08
30.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,4.54
22.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20.21
26.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20.21
29.57,4.63,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,27,9.22
27.0,4.5,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,6.13
21.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,18,10.43
34.0,4.4,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,49,10.76
25.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,13,4.6
35.0,4.1,Cloudy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,48,10.88
31.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,38,17.14
26.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,29,7.45
20.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,16.9
22.0,4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24,8.94
24.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24,4.66
36.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,29,20.21
24.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,13.99
26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,7.57
32.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,28,4.67
22.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,14.05
25.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,36,10.91
24.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Urban,38,19.62
39.0,4.3,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,31,10.72
37.0,4.7,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,1.54
35.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,2.98
22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,11.72
24.0,4.5,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,9.18
39.0,4.6,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27,13.39
22.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,13.79
22.0,4.6,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,14,1.57
20.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,7.68
29.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20.18
23.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,11,9.22
36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,4.61
23.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,33,16.9
31.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,37,12.24
28.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,17.1
34.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,10.87
22.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,10.6
39.0,4.1,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,12.26
26.0,4.7,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,31,12.16
26.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,3.06
26.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,28,7.79
28.0,4.7,Sunny,High,1,Snack,motorcycle,0.0,No,Urban,11,6.22
39.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,16,4.72
37.0,3.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,40,10.87
20.0,5.0,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,27,19.88
26.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,13,20.21
37.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,20.18
25.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,1.54
27.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,12.42
38.0,4.6,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,3.12
37.0,4.5,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,12.26
26.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,16,1.49
37.0,4.3,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,42,16.82
20.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,13,4.53
26.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,3.04
33.0,4.6,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,3.11
23.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,3.04
36.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,3.12
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19.76
24.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,10,8.95
31.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,51,20.85
34.0,4.8,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,27,14.02
31.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,47,9.32
21.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16,4.61
33.0,4.6,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,7.66
22.0,4.4,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,10.91
39.0,4.1,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,4.67
24.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,12.42
35.0,4.8,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,4.49
23.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,12.42
26.0,4.7,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,19,9.18
34.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,3.03
22.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,10.88
22.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,1.51
22.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,12,19.36
29.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,4.66
34.0,4.5,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,7.79
29.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,9.06
31.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,28,7.65
22.0,4.7,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,10,1.52
29.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,10.76
30.0,4.0,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,33,7.55
25.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,7.56
24.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,43,10.71
37.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,6.08
30.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,9.12
38.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20.44
24.0,4.5,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,7.45
20.0,4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.47
36.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,12.44
27.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,13.41
29.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,18,6.21
34.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,16,3.15
39.0,4.6,Stormy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,34,9.19
25.0,4.7,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,11,13.99
28.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.51
35.0,4.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37,10.6
29.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,12,17.08
27.0,4.6,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,29,10.64
34.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,20,3.07
38.0,4.3,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,10.76
26.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,1.55
28.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,12.21
26.0,4.9,Sunny,High,2,Snack,scooter,0.0,No,Urban,13,1.49
26.0,4.7,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,27,12.24
37.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,13.58
30.0,4.3,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,13.41
21.0,4.6,Fog,High,0,Drinks,motorcycle,0.0,No,Urban,20,6.05
36.0,3.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,35,20.21
24.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,36,12.16
37.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.51
27.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,19,20.44
36.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,17,10.25
34.0,4.3,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,10.76
33.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,10.88
22.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,1.51
32.0,4.5,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,16,6.06
36.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,17.08
30.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,43,14.15
26.0,4.6,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,7.79
20.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.44
38.0,4.4,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,7.66
38.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,40,13.99
27.0,4.2,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Urban,42,12.12
28.0,4.5,Sandstorms,High,2,Drinks,scooter,1.0,No,Urban,23,1.52
20.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,12.12
26.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,22,7.68
31.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,13.83
28.0,5.0,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,17.3
33.0,3.6,Windy,Medium,2,Buffet,motorcycle,2.0,No,Urban,38,16.66
29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,12,1.51
31.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,36,7.76
21.0,4.5,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,13.76
22.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,16.82
24.0,4.6,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,19,5.96
38.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,31,9.22
20.0,4.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,1.49
32.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,10.76
39.0,4.8,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,28,19.62
32.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,4.61
37.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,27,3.03
30.0,4.0,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,34,10.71
34.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,8.95
21.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,10.87
29.0,5.0,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,12,7.55
27.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,17,7.76
24.0,4.8,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,40,13.89
31.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,7.56
22.0,4.4,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,10.57
31.0,5.0,Cloudy,Jam,1,Meal,scooter,3.0,No,Metropolitian,48,17.08
20.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,16.72
23.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,1.51
22.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,12,7.79
27.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.55
31.0,4.4,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,31,7.6
36.0,5.0,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,27,4.59
36.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,12.48
33.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,26,17.14
24.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,14.02
33.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,10.76
23.0,4.7,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,4.6
32.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,7.66
23.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,17,9.44
33.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,12.08
31.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,21,3.11
38.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,40,13.62
20.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.65
24.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,8.81
21.0,4.3,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,10.73
28.0,4.5,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,12.58
34.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,1.49
31.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,4.47
26.0,4.8,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.08
33.0,4.2,Fog,Jam,2,Buffet,electric_scooter,1.0,Yes,Metropolitian,38,7.77
35.0,4.6,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,6.21
24.0,4.9,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,1.53
29.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,23,17.3
34.0,4.2,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,33,13.68
21.0,2.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,34,12.58
37.0,4.4,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,41,10.59
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,20.44
35.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,1.49
25.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,13,1.54
29.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,1.52
24.0,4.3,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,31,11.94
23.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,1.54
32.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,12.12
35.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,37,6.13
37.0,3.9,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,33,13.61
32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,6047.92
25.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21,16.64
39.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,1.51
26.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,26,12.12
22.0,4.9,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,9.08
34.0,4.4,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42,13.99
34.0,4.7,Stormy,High,0,Meal,motorcycle,3.0,No,Metropolitian,44,1.54
34.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,22,2.98
35.0,4.0,Cloudy,High,2,Meal,electric_scooter,2.0,No,Metropolitian,36,1.55
31.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20.18
33.0,5.0,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,15,3.04
31.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,6.15
27.0,4.7,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,31,3.12
39.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,10.56
38.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,11.01
31.0,4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,7.49
27.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,13,9.19
25.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,14.15
39.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.43
29.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,25,17.1
36.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,19.98
24.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,4.46
29.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,10.59
26.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,14.02
32.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,7.45
24.0,5.0,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,20.21
26.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,16.63
32.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,39,10.57
33.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,15,3.15
25.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,19,9.18
30.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,34,20.44
32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,13.68
32.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20.18
37.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,7.66
24.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,35,16.6
34.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,4.47
39.0,4.3,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,35,19.76
26.0,5.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,19.98
35.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,21,12.24
25.0,4.7,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.54
29.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,4.47
31.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,9.22
24.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,42,20.97
25.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,10.71
36.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,17.3
36.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,30,8.94
28.0,4.9,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,25,3.04
29.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,12.26
27.0,4.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,16.85
27.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,10,7.6
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,20.86
33.0,4.8,Fog,High,1,Drinks,scooter,1.0,No,Urban,38,1.51
36.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,1.53
27.0,4.7,Stormy,Medium,2,Snack,motorcycle,1.0,No,Urban,22,7.77
34.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40,20.44
37.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,3.12
26.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,12.29
28.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,28,13.76
33.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,3.05
33.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,45,1.53
